 6569 :N 
 
 Control Points: 
    0 	 -33.00994363 	     0 
    1 	 -32.27778977 	     0 
    2 	 -30.44686447 	     0 
    3 	 -25.01835526 	     0 
    4 	 -16.38499294 	     0 
    5 	 -11.66163758 	     0 
    6 	  -8.43999952 	     0 
    7 	  -6.69484121 	     0 
    8 	  -5.54961007 	     0 
    9 	  -6.56319288 	     0 
   10 	 -17.28508656 	     0 
   11 	 -26.65042100 	     0 
   12 	 -32.81728438 	     0 
   13 	 -35.45910634 	     0 
   14 	 -30.39675941 	     0 
   15 	 -22.65829406 	     0 
   16 	 -16.90752432 	     0 
   17 	 -12.10447743 	     0 
   18 	  -9.30731139 	     0 
   19 	  -7.46751364 	     0 
   20 	  -7.31597815 	     0 
   21 	  -7.61579234 	     0 
   22 	  -9.75819667 	     0 
   23 	 -20.45736421 	     0 
   24 	 -27.94182609 	     0 
   25 	 -31.87302046 	     0 
   26 	 -33.18785217 	     0 
   27 	 -26.31771802 	     0 
   28 	 -17.70599833 	     0 
   29 	 -12.92729142 	     0 
   30 	  -9.55818903 	     0 
   31 	  -7.82815227 	     0 
   32 	  -6.78833524 	     0 
   33 	  -7.44726596 	     0 
   34 	 -10.58635289 	     0 
   35 	 -15.95498775 	     0 
   36 	 -25.71992684 	     0 
   37 	 -29.41107723 	     0 
   38 	 -30.05826455 	     0 
   39 	 -29.97670348 	     0 
   40 	 -23.10027988 	     0 
   41 	 -15.35047743 	     0 
   42 	 -11.23741909 	     0 
   43 	  -8.14695156 	     0 
   44 	  -5.58033391 	     0 
   45 	  -3.84111204 	     0 
   46 	  -6.05427922 	     0 
   47 	 -13.35625146 	     0 
   48 	 -20.69856577 	     0 
   49 	 -28.61931126 	     0 
   50 	 -31.13765358 	     0 
   51 	 -31.68424659 	     0 
   52 	 -31.30846877 	     0 
   53 	 -23.27279021 	     0 
   54 	 -15.39234548 	     0 
   55 	 -11.55677426 	     0 
   56 	  -8.74629326 	     0 
   57 	  -6.27290503 	     0 
   58 	  -4.68377611 	     0 
   59 	  -6.98176690 	     0 
   60 	 -13.69338580 	     0 
   61 	 -21.66799125 	     0 
   62 	 -31.05805324 	     0 
   63 	 -32.61820279 	     0 
   64 	 -30.35318529 	     0 
   65 	 -26.60718971 	     0 
   66 	 -18.52587664 	     0 
   67 	 -11.90853997 	     0 
   68 	  -7.88414731 	     0 
   69 	  -5.76187945 	     0 
   70 	  -5.24285238 	     0 
   71 	  -5.01131930 	     0 
   72 	  -5.67869276 	     0 
   73 	  -7.80584971 	     0 
   74 	 -13.83979537 	     0 
   75 	 -25.37915750 	     0 
   76 	 -31.12049337 	     0 
   77 	 -34.40574971 	     0 
   78 	 -33.90878036 	     0 
   79 	 -24.13483917 	     0 
   80 	 -15.68075041 	     0 
   81 	 -10.49098417 	     0 
   82 	  -7.44037824 	     0 
   83 	  -5.99434697 	     0 
   84 	  -5.32521530 	     0 
   85 	  -5.53257284 	     0 
   86 	  -6.20354840 	     0 
   87 	 -11.19261727 	     0 
   88 	 -22.40634786 	     0 
   89 	 -29.09488824 	     0 
   90 	 -33.79137949 	     0 
   91 	 -33.34715166 	     0 
   92 	 -24.86217765 	     0 
   93 	 -17.42841137 	     0 
   94 	 -11.89351345 	     0 
   95 	  -8.77852613 	     0 
   96 	  -7.68144510 	     0 
   97 	  -6.89355888 	     0 
   98 	  -5.89498037 	     0 
   99 	  -5.21359465 	     0 
  100 	 -11.26315236 	     0 
  101 	 -22.64369364 	     0 
  102 	 -23.99471625 	     0 
  103 	 -24.08237118 	     0 
  104 	 -23.51652404 	     0 
  105 	 -20.88498668 	     0 
  106 	 -20.03077837 	     0 
  107 	 -20.19436455 	     0 
